AT,V,AP,RH,PE,PC1,PC2,PC3,PC4,PC5
20.92,70.02,1010.23,95.58,444.64,7.343538502,27.55399189,5.007216308,-3.122749861,0.566992551
16.18,44.9,1021.3,74.46,463.1,-13.40073325,-4.647139257,1.994821489,6.104938365,-0.612197661
15.57,44.68,1022.01,90.02,460.91,-17.91759972,10.12912148,1.360897225,9.026595678,-1.007665146
10.37,39.04,1023.95,81.93,479.35,-32.76180392,-3.993372512,5.394120339,3.386942745,-1.484206009
19.6,59.21,1017.65,86.29,449.23,0.769442407,14.12423425,4.304104803,4.418456493,0.274057512
9.22,40.92,1021.83,85.43,474.51,-29.75466485,1.235922006,3.814488133,3.43293718,0.99392636
27.76,72.99,1007.81,71.66,435.02,26.85725175,9.20747452,2.119038458,-3.302395505,-0.081198366
28.68,70.72,1009.43,71.33,435.45,25.63155004,8.028977666,1.672425611,-1.202387454,-1.271493965
20.95,48.14,1013.3,67.72,452.38,0.80756078,-6.213088908,-4.819483307,3.505135653,-0.33841207
9.06,39.3,1019.73,84.23,480.41,-34.10593762,-1.640622554,3.25513611,-0.24068008,-0.520530052
9.21,39.72,1019.54,74.44,478.96,-29.21552981,-10.13824986,3.144419331,-0.705768884,0.831237623
13.65,42.74,1026.58,71.48,468.87,-18.95017668,-10.10566743,6.148830628,7.866763538,-0.20411934
31.79,76.2,1007.89,56.3,434.01,36.03106186,-3.800439515,3.891277226,-5.29347695,-1.822245462
14.32,44.6,1013.85,68.13,466.36,-13.19890879,-10.62847922,-1.692373784,-1.434721192,1.255839785
26.28,75.23,1011.44,68.35,435.28,28.06845208,6.257551473,6.327693917,-2.193033306,1.434084622
7.69,43.02,1014.51,85.23,486.46,-36.7104291,-0.810149109,4.426071354,-8.707886196,-0.689258218
14.44,40.1,1015.51,79.78,468.19,-21.16003512,-1.74048945,-3.342302488,2.038296388,-0.964833412
9.19,41.01,1022.14,98.98,468.37,-30.33710465,15.34852672,1.855891475,7.648121229,1.540254577
13.35,41.39,1019.17,72.87,474.19,-23.07427215,-9.788687217,2.087814815,0.637491315,-1.296013931
23.04,74.22,1009.52,90.93,440.32,14.95262477,25.62098854,5.883681001,-3.83762986,0.664257576
4.83,38.44,1015.35,72.94,485.32,-34.67343082,-13.14053891,2.08606067,-6.614214526,3.330482341
17.29,42.86,1014.38,72.3,464.27,-13.23247128,-6.708244333,-3.615225336,1.320377545,-1.432859684
8.73,36.18,1013.66,77.74,479.25,-31.78740101,-7.45655109,-3.016535018,-3.252847569,1.075167774
26.21,70.32,1007,78.29,430.4,26.02138121,15.92783618,-1.645351062,-0.008534776,2.065127014
23.72,58.62,1016.65,69.1,447.49,9.416571306,-1.243724993,2.588749149,3.627306751,-1.252647346
29.27,64.69,1006.85,55.79,438.23,26.85811599,-8.308758205,-2.968253844,-2.821583371,-1.231227546
10.4,40.43,1025.46,75.09,492.09,-38.83195882,-13.50615974,11.49336324,-2.73873905,-4.837064077
12.19,40.75,1015.13,88.98,475.36,-29.96589892,5.002284952,-0.814910263,-1.315475275,-1.981966779
20.4,54.9,1016.68,64.26,452.56,4.689860855,-8.065457301,2.16667192,2.381778709,0.587158986
34.3,74.67,1015.98,25.89,427.84,50.54919893,-31.42123361,6.524013011,1.920477624,0.243932469
27.56,68.08,1010.8,59.18,433.95,29.31147186,-3.610827961,0.679893355,0.666061807,1.272180032
30.9,70.8,1008.48,67.48,435.27,28.02156046,4.679760995,0.877052905,-2.023115219,-2.838843974
14.85,58.59,1014.04,89.85,454.62,-5.709463577,16.14634539,3.701988077,-0.519339006,2.899924003
16.42,40.56,1020.36,50.62,472.17,-13.10216549,-30.05686012,1.774589969,1.206851844,-1.389686713
16.45,63.31,1015.96,83.97,452.42,0.601061933,12.35386463,7.40275376,-0.683289461,2.794990338
10.14,42.02,1003.19,96.51,472.17,-28.95025143,14.41353568,-8.672950389,-8.712524773,1.049152476
9.53,41.44,1018.01,80.09,481.83,-32.18099454,-5.082512753,4.068217809,-3.503387358,-0.758280699
17.01,49.15,1021.83,84.02,458.78,-11.52154392,6.371508611,3.565108242,7.380855831,-0.841502649
23.94,62.08,1022.47,61.97,447.5,13.06130375,-7.550443672,8.860664711,5.68741332,-0.953212792
15.95,49.25,1019.04,88.51,463.4,-16.38416169,9.592648577,3.302583554,3.403669281,-1.55877091
11.15,41.26,1022.67,81.83,473.57,-27.10283728,-1.811875373,4.150555909,4.166090083,-0.196866218
25.56,70.32,1009.07,90.63,433.72,18.68035644,26.17123035,0.572421253,0.938895038,0.228964209
27.16,66.44,1011.2,73.37,431.85,24.63351033,9.546018148,-1.087277283,3.888642842,0.741279095
26.71,77.95,1012.13,77.5,433.47,27.40672935,15.80673645,7.812000504,-1.321373242,0.748349917
29.56,74.22,1007.45,57.46,432.84,34.81848537,-2.909738565,2.120007869,-4.186598435,0.452646817
31.19,70.94,1007.29,51.91,436.6,33.07570224,-9.847043716,0.908162596,-4.877769872,-1.843266356
6.86,41.17,1020.12,79.14,490.23,-39.05434106,-8.535690579,8.243736272,-6.049148936,-0.940527999
12.36,41.74,1020.58,69.24,477.16,-24.17824088,-14.00129388,4.37356853,-0.263975225,-1.002098619
32.82,68.31,1010.44,41.85,441.06,32.3861733,-21.32046616,2.61207704,-4.14810764,-4.088460278
25.3,70.98,1007.22,95.1,440.86,12.43837313,28.75061379,2.009793193,-3.745780658,-2.064156145
8.71,41.82,1033.08,74.53,477.94,-29.34979666,-10.72979485,13.13409493,8.721707483,0.796341948
13.34,40.8,1026.56,64.85,474.47,-21.57096478,-18.21708046,6.764229688,5.551510366,-1.084082441
14.2,43.02,1012.18,57.07,470.67,-12.83523778,-22.19795866,-2.246341585,-4.884732974,1.186360879
23.74,65.34,1013.7,62.9,447.31,15.51529504,-4.831867485,5.297139772,-2.157140147,-0.040501909
16.9,44.88,1018.14,72.21,466.8,-14.59969471,-7.359676093,1.055701123,1.904711915,-2.004205576
28.54,71.94,1007.4,65.99,430.91,31.63442248,4.864534709,-0.132717614,-1.590275002,1.030445314
30.15,69.88,1007.2,73.67,434.75,25.60113833,10.41367089,-0.790424669,-1.818043784,-2.564803339
14.33,42.86,1010.82,88.59,469.52,-23.40410721,7.251666131,-4.277607689,-2.616230632,-1.724215334
25.57,59.43,1008.88,61.19,438.9,20.38955269,-5.146228083,-4.693795794,1.040888599,1.081197016
30.55,70.04,1010.51,49.37,429.56,37.96741449,-10.8981595,0.295547521,0.981031576,0.96148947
28.04,74.33,1013.53,48.65,432.92,36.79231522,-11.70194476,6.542720023,-0.644975391,2.352391346
26.39,49.16,1005.68,56.18,442.87,14.97151533,-13.13676982,-12.48674243,1.308899183,-0.718960474
15.3,41.76,1022.57,71.56,466.59,-16.81683412,-9.218694971,1.956496925,6.575207972,-0.825530428
6.03,41.14,1028.04,87.46,479.61,-35.80447178,1.081786829,9.949893999,5.443462229,1.775055248
13.49,44.63,1019.12,70.02,471.08,-18.16337973,-10.7310081,3.314289645,0.305269705,0.005852143
27.67,59.14,1016.51,61.2,433.37,23.87561457,-4.549669448,-1.903791213,9.549564672,0.305441706
24.19,65.48,1018.8,60.54,443.92,18.3589703,-6.618175119,7.643756156,2.963052625,0.501193196
24.44,59.14,1016.74,71.82,443.5,11.73635629,2.462346835,1.599060654,5.607330591,-0.937922862
29.86,64.79,1017.37,44.8,439.89,28.59761721,-20.00017531,4.64829917,3.211970892,-1.889592787
30.2,69.59,1008.9,67.32,434.66,27.64374983,4.326929307,0.21964291,-0.915866411,-2.06245419
7.99,41.38,1021.95,78.77,487.57,-36.79754794,-8.299351919,8.616963266,-3.499381791,-1.245188453
9.93,41.62,1013.76,96.02,464.64,-25.00540583,14.70828357,-4.398893219,2.753119476,2.918043625
11.03,42.32,1017.26,90.56,470.92,-27.23541657,7.807900155,0.334772745,1.655433196,0.272433648
22.34,63.73,1014.37,83.19,444.39,8.859545665,14.13054368,3.453955018,2.078608562,-0.016711251
25.33,48.6,1002.54,68.45,442.48,10.55214971,-1.542446618,-15.17316858,0.401319142,-0.673242719
18.87,52.08,1005.25,99.19,449.61,-6.406545804,25.40378497,-8.690007703,-0.484681886,0.003127779
25.97,69.34,1009.43,88.11,435.02,18.27321057,23.21182866,0.558961201,0.8717032,-0.379293947
16.58,43.99,1021.81,79.29,458.67,-12.39955578,0.698220659,0.16148398,9.43285218,-0.175580827
14.35,46.18,1016.63,87.76,461.74,-16.64273307,8.794649941,-0.680822086,3.690822974,0.552499154
25.06,62.39,1008.09,82.56,438.31,14.40335766,15.54749439,-3.773194422,1.093317413,-0.243892979
13.85,48.92,1011.68,79.24,462.38,-12.15966054,2.028238791,-1.61200382,-2.300244256,2.170477806
16.09,44.2,1019.39,67.24,460.56,-9.085162115,-10.59097377,-0.369286096,5.616424513,1.103968586
26.34,59.21,1013.37,58.98,439.22,20.5342475,-7.810312322,-1.855111302,4.167533042,0.167094472
23.01,58.79,1009.71,84.22,444.64,6.658985551,14.24555399,-2.958368631,1.000472247,-0.762053677
26.39,71.25,999.8,89.12,430.34,23.53163208,26.95506074,-5.975331088,-4.799900628,1.340313927
31.32,71.29,1008.37,50.07,430.46,38.20023952,-9.925242677,-0.069226205,-1.497912351,0.092005429
16.64,45.87,1009.02,98.86,456.79,-15.64857373,21.1235031,-7.913929654,1.659775581,-0.685575314
13.42,41.23,994.17,95.79,468.82,-24.52495376,15.46758008,-16.51197517,-13.23112233,-0.337028428
20.06,44.9,1008.79,70.06,448.51,1.397478279,-3.379437878,-11.13278353,3.677508187,1.615365609
14.8,44.71,1014.67,41.71,470.77,-6.582470867,-36.20000026,0.808452303,-5.144531266,2.082059514
12.59,41.14,1025.79,86.55,465.74,-23.25240278,4.271607439,3.363677508,10.70807272,0.201099362
26.7,66.56,1005.31,71.97,430.21,26.97326802,9.36935424,-5.284858846,0.120143455,2.238190987
19.78,50.32,1008.62,96.4,449.23,-6.127817831,22.11640172,-7.85283163,2.837327994,-0.764927343
15.17,49.15,1021.91,91.73,461.89,-17.14158237,12.61268002,4.650720777,6.491529467,-0.882627838
21.71,61.45,1010.97,91.62,445.72,3.934725658,21.31295132,0.005378597,0.690194046,-0.589331702
19.09,39.39,1013.36,59.14,466.13,-10.77202661,-20.09975585,-5.97906647,0.355890052,-2.463466492
19.76,51.19,1008.38,92.56,448.71,-3.899136899,18.97128137,-7.500930062,2.170952525,-0.129153526
14.68,41.23,998.43,83.71,469.25,-20.55954498,3.7707018,-13.48936647,-11.22316222,-0.707169753
21.3,66.86,1013.04,55.43,450.56,16.00210529,-12.13944254,7.361192867,-5.690730194,2.122548912
16.73,39.64,1008.94,74.91,464.46,-15.40316777,-4.601244241,-9.280061471,-1.070450437,-1.025428109
12.26,41.5,1014.87,89.41,471.13,-26.68347457,6.754775944,-1.830782787,0.174096337,-0.710571833
14.77,48.06,1010.92,69.81,461.52,-8.141545523,-6.558128995,-2.872227921,-2.773872746,2.550808187
18.26,59.15,1012.04,86.01,451.09,-0.193705666,13.95573216,1.35156889,-0.676659342,1.358298791
27.1,79.74,1005.43,86.05,431.51,27.53217977,25.41343546,3.814352923,-5.43205721,0.664758887
14.72,40.83,1009.65,80.98,469.8,-21.5564996,-0.228534294,-6.216334073,-3.26001452,-1.420521347
26.3,51.43,1012.05,63.62,442.28,12.96257526,-6.236340773,-7.122154141,5.819811473,-1.531796001
16.48,48.92,1011.84,64.16,458.67,-3.201230184,-10.85882953,-2.667507919,-1.514246805,2.396563386
17.99,43.79,1016.13,75.63,462.4,-12.65920142,-3.08353432,-2.583377216,3.378347895,-1.918746997
20.34,59.8,1015.18,80.21,453.54,0.756786522,7.80389693,4.499758647,-0.169827961,-0.951357275
25.53,62.96,1019.81,59.7,444.38,17.38313995,-8.268026354,6.601727802,4.704593199,-1.01216709
31.59,58.9,1003.39,47.6,440.52,26.51856228,-17.56781509,-8.525591526,-4.234563424,-3.346021639
30.8,69.14,1007.68,63.78,433.62,29.7979646,1.367880053,-1.205429013,-1.365647132,-1.877107138
10.75,45,1023.68,89.37,481.96,-34.23869634,3.746823188,9.892096553,-0.21231302,-3.10480072
19.3,44.9,1008.89,70.55,452.75,-2.052996674,-4.081623976,-9.649327856,1.739764396,0.943825917
4.71,39.42,1026.4,84.42,481.28,-36.94011973,-2.44666694,8.454834849,3.915761481,2.829638717
23.1,66.05,1020.28,80.62,439.03,14.25694157,13.15977865,7.15462322,7.696676086,0.927060337
32.63,73.88,1005.64,52.56,435.75,35.55766751,-8.058666191,1.381237618,-6.927885443,-2.737403044
26.63,74.16,1009.72,83.26,436.03,21.88143227,19.70450758,4.366035508,-2.032296113,-0.59633827
24.35,58.49,1011.03,70.64,445.6,11.04313254,1.27125416,-1.867217246,0.616000199,-1.034760371
15.11,56.03,1020.27,89.95,462.65,-13.43960486,12.74099668,8.536670731,1.517406065,-0.424384798
29.1,50.05,1005.87,51.53,438.66,20.93532665,-16.05382075,-13.30310575,2.811694674,-1.438561092
21.24,50.32,1008.54,84.83,447.32,-0.070725316,11.99473248,-8.434914571,2.81069923,-0.346702018
6.16,39.48,1004.85,59.68,484.55,-27.02035973,-23.70863262,-4.175559018,-15.49171226,4.44809203
7.36,41.01,1024.9,97.88,476.8,-36.86259865,11.75688563,6.555458351,5.484774052,0.543538718
10.44,39.04,1023.99,85.03,480.34,-34.58343554,-1.406548742,5.660902237,3.214261963,-2.181063104
26.76,48.41,1010.53,47.38,440.63,18.91603286,-21.36768288,-10.40021935,5.578313955,0.170348555
16.79,44.6,1014.27,48.08,459.48,-0.248202969,-27.27545519,-3.459593331,0.609861176,3.118157712
10.76,40.43,1025.98,79.65,490.78,-39.51847314,-9.008861007,11.28189011,-1.330823936,-5.268058654
6.07,38.91,1019.25,83.39,483.56,-37.11135682,-3.337601301,4.032747751,-2.173344216,1.402630888
27.33,73.18,1012.26,82.18,429.38,26.42735435,19.96196311,3.195657901,3.395417856,0.718707914
27.15,59.21,1013.49,51.71,440.27,22.68194061,-14.79217473,-1.385507515,3.207495157,-0.186050262
22.35,51.43,1011.34,77.33,445.34,4.624356617,5.609254669,-6.45190426,4.728863907,-0.135058028
21.82,65.27,1013.86,72.81,447.43,11.15157227,4.207841637,5.404524141,-1.365479297,0.696196307
21.11,69.94,1004.37,84.26,439.91,15.61157895,19.01842573,-0.151850529,-6.103764825,3.426817121
19.95,50.59,1016.11,73.23,459.27,-5.571113384,-2.663042351,0.856358768,1.557593948,-2.191081334
7.45,39.61,1017.88,79.73,478.89,-31.49489418,-5.111715691,2.055442833,-1.521541383,2.07276803
15.36,41.66,1012.41,62.32,466.7,-12.26473189,-16.66716002,-4.517748863,-1.678925069,0.71753887
15.65,43.5,1021.39,78.58,463.5,-16.06172068,-1.339345238,1.204188223,6.953478607,-0.738384527
25.31,74.33,1015.04,79.88,436.21,21.98749113,15.98836036,8.229444515,1.343461858,0.58172382
25.88,63.47,1011.95,65.87,443.94,16.79627605,-1.466382126,1.513562643,-0.573563958,-1.275907323
24.6,63.94,1012.87,80.28,439.63,14.31538223,12.9673481,0.914646208,3.033040757,-0.238507154
22.58,41.54,1013.21,71.33,460.95,-9.362101396,-6.87242164,-6.908587291,2.935777261,-5.253361425
19.69,59.14,1015.99,70.33,448.69,7.191320425,-0.266567058,3.325276367,2.152475618,2.105271902
25.85,75.08,1006.24,57.73,444.63,25.73703074,-5.497930964,6.063266375,-11.27969122,0.343152387
10.06,37.83,1005.49,99.46,473.51,-33.37221188,15.42740263,-9.645903904,-5.427254054,0.034609545
18.59,39.54,1008.56,68.61,462.56,-11.16592994,-9.860274794,-10.27801254,-0.80569158,-1.511647849
18.27,50.16,1011.07,95.91,451.76,-8.612588386,20.66106894,-5.380336183,3.377332825,-0.262649676
8.85,40.43,1025.68,80.42,491.81,-41.09369519,-8.5624551,11.61405244,-2.105640748,-3.853624367
30.04,68.08,1011.04,51.01,429.52,36.19999717,-9.950924047,-0.678147723,2.419394247,1.15072854
26.06,49.02,1007.59,74.08,437.9,11.55556903,4.430506193,-13.24407492,6.602768586,-0.823930613
14.8,38.73,1003.18,80.73,467.54,-20.05158148,0.311368253,-12.5812762,-5.978800484,-0.427122458
23.93,64.45,1015.35,54.71,449.97,16.02444959,-13.49846614,6.759809053,-2.449339627,-0.369815483
23.72,66.48,1003.61,73.75,436.62,20.9981868,9.428344399,-4.116649441,-4.174347126,2.959898668
11.44,40.55,1023.37,88.43,477.68,-32.79257133,2.908828197,5.255029841,3.652487687,-2.518187849
20.28,63.86,1016.04,74.66,447.26,9.141308283,5.334158544,5.952483831,1.034593824,1.78850492
27.9,63.13,1011.8,70.04,439.76,18.73308248,3.442324716,-0.455246932,1.938212839,-2.299598752
24.74,59.39,1015.23,74.64,437.49,15.3958576,6.902193078,-1.210919335,7.469115365,0.489902548
14.8,58.2,1018.29,85.11,455.14,-5.092923129,11.07183791,6.478289054,2.14762943,2.961438068
8.22,41.03,1021.76,82.97,485.5,-36.93517041,-3.944736438,7.486597724,-2.129327271,-1.248091306
27.56,66.93,1016.81,55.59,444.1,22.06383212,-10.59363355,7.105828137,0.54652577,-2.007822658
32.07,70.94,1006.91,49.9,432.33,37.17609539,-10.50482269,-0.74943483,-3.251085138,-1.100184664
9.53,44.03,1008.87,89.99,471.23,-25.81124484,8.551902127,-3.695456128,-5.627990959,2.300828027
13.61,42.34,1017.93,91.61,463.89,-21.87781464,10.61487743,-1.755515993,5.721944499,-0.102077945
22.2,51.19,1009.2,82.95,445.54,2.532247934,10.90348702,-8.047375851,3.633511938,-0.499694186
21.36,59.54,1007.99,92.62,446.09,2.627429699,21.96167072,-3.098945504,-0.714806443,-0.372108509
23.25,63.86,1017.82,59.64,445.12,16.86097759,-8.09225862,6.410393646,2.30136926,1.0864177
23.5,59.21,1018.29,63,443.31,14.64029611,-5.772972563,2.888507977,6.000024841,0.808291552
8.46,39.66,1015.14,85.38,484.16,-36.62778165,-0.992626641,1.736894662,-5.503654076,-0.919468104
8.19,40.69,1019.86,85.23,477.76,-32.18436759,0.327946594,3.523535709,0.470491969,1.086610296
30.67,71.29,1008.36,52.08,430.28,37.39157927,-8.031480485,-0.100423627,-1.297058388,0.554085255
32.48,62.04,1010.39,38.05,446.48,26.71099372,-27.90155829,0.15552789,-4.116782259,-5.389747379
8.99,36.66,1028.11,71.98,481.03,-32.45691789,-14.69948775,7.388006699,5.852849475,-0.095263192
13.77,47.83,1007.41,90.66,466.07,-18.98792845,11.74460298,-4.198342904,-5.716179321,0.153261399
19.05,67.32,1013.2,83.14,447.47,7.577901227,14.28901071,6.479370383,-2.166604781,2.376466819
21.19,55.5,1019.83,65.22,455.93,2.08411984,-8.264684848,5.584895414,2.962813901,-1.49458749
10.12,40,1021.15,91.67,479.62,-35.76389988,5.460995404,4.130615833,1.543450196,-2.094155775
24.93,47.01,1014.28,66.04,455.06,0.075015066,-8.837442999,-4.518569956,3.633101719,-4.871812364
8.47,40.46,1019.87,78.19,475.06,-27.71480401,-5.492106279,2.634254782,1.289251746,2.379590512
24.52,56.85,1012.59,54.47,438.89,20.77901806,-12.42414873,-3.768965898,4.36090815,2.378828542
28.55,69.84,1003.38,67.26,432.7,29.36679496,5.450704713,-3.641738922,-4.292974093,0.49756893
20.58,50.9,1011.89,72.56,452.6,0.309693351,-0.944081482,-3.854263427,1.437686516,-0.321282836
18.31,46.21,1010.46,82.15,451.75,-5.44070951,7.028538502,-8.181068317,3.651000807,0.957269792
27.18,71.06,1008.16,86.32,430.66,23.42413999,23.3300054,-0.58205776,1.1132997,0.206169342
4.43,38.91,1019.04,88.17,491.9,-45.28733957,-1.160570187,6.622441182,-5.974380199,-0.145643969
26.02,74.78,1010.04,72.78,439.82,23.08739043,9.157240935,6.483020421,-4.798471694,-0.126360952
15.75,39,1015.91,69.58,460.73,-12.30144087,-9.456088165,-6.125847494,5.607274155,1.105630122
22.99,60.95,1015.14,69.86,449.7,8.679448409,-0.369991126,3.95261584,0.384108574,-1.11710327
25.52,59.15,1013.88,65.37,439.42,17.7052243,-2.058467718,-1.53950178,4.955742045,0.182214915
27.04,65.06,1013.33,52.37,439.84,25.62754684,-12.52948134,2.344741775,0.572452242,0.289461654
6.42,35.57,1025.58,79.63,485.86,-39.7185492,-8.978350159,6.660018277,2.690983489,0.139750923
17.04,40.12,1011.81,83.14,458.1,-13.9082808,4.493692504,-9.301659359,4.526084373,-0.338645615
10.79,39.82,1012.89,88.25,479.92,-33.5632711,3.099120564,-1.289433002,-4.833450886,-1.914479888
20.41,56.03,1019.94,55.85,458.29,3.831951486,-17.4090713,7.047555736,0.840267587,-0.520625066
7.36,40.07,1017.29,52.55,489.45,-28.80938621,-32.78863758,5.901235165,-9.438595771,1.698638656
28.08,73.42,1012.17,62.74,434,30.60657561,0.900216961,5.081391634,-0.540857126,0.577673312
24.74,69.13,1010.69,90.08,431.24,19.59813499,25.83150282,0.141361492,3.760899178,1.66372825
28.32,47.93,1003.26,54.5,439.5,18.28782542,-13.81623758,-16.15193474,1.692029827,-1.202165612
16.71,40.56,1019.48,49.88,467.46,-9.274009488,-29.37839766,-0.307508638,2.738435368,-0.050198905
30.7,71.58,1010,48.96,429.27,39.19730963,-10.73953823,0.908148327,-0.010176099,1.06553191
18.42,58.95,1016.95,86.77,452.1,-1.860337685,13.79522029,4.703838903,2.6308814,0.469235431
10.62,42.02,999.83,96.66,472.41,-28.60131419,14.86203946,-10.8464618,-11.2531623,0.735789636
22.18,69.05,1002.75,70.84,442.14,19.02740985,6.018490576,-0.949539225,-8.977613467,3.163811542
22.38,49.3,1003.56,83.83,441,5.278881666,13.05873791,-14.48481901,2.603305741,0.952544596
13.94,41.58,1020.76,68.22,463.07,-13.3741446,-11.21554108,-0.235380042,6.613459626,2.013273304
21.24,60.84,1017.99,82.22,445.71,6.041953037,11.72165809,4.416360182,5.330398489,0.311740545
6.76,39.81,1017.11,87.9,483.16,-37.54323009,1.400506455,2.948697818,-3.559751716,0.60743886
26.73,68.84,1010.75,66.83,440.45,22.00672806,1.890924248,3.155462265,-2.212086933,-0.728009716
7.24,38.06,1020.6,85.36,481.83,-36.82384597,-1.417564279,3.614169197,0.284953393,0.508170043
10.84,40.62,1015.53,60.9,467.6,-14.71046151,-18.87767134,-2.358682851,0.2521267,4.566476299
19.32,52.84,1004.29,83.51,450.88,-0.941637265,10.92956094,-8.12288062,-3.433162449,0.893881761
29,69.13,1001.22,52.96,425.5,39.78607237,-5.736969677,-7.564405881,-3.31914168,3.909479567
23.38,54.42,1013.95,73.02,451.87,3.019549202,0.39465321,-0.680801869,1.866228372,-2.7355041
31.17,69.51,1010.51,43.11,428.94,40.62917286,-16.62971589,-0.200790948,1.042457363,1.188378615
26.17,48.6,1002.59,61.41,439.86,15.24875075,-7.322482133,-15.91878513,1.141908979,0.076964423
30.9,73.42,1011.21,65.32,433.44,31.06643231,3.56188707,3.902475242,-0.571100991,-2.097637044
24.92,73.68,1015.12,93.68,438.23,15.0501663,27.97669872,8.236450546,1.887082762,-1.13847813
32.77,71.32,1007.68,42.39,436.95,36.93949494,-18.63664265,1.549389578,-5.6238194,-2.469440958
14.37,40.56,1021.67,68.18,470.19,-18.91737666,-13.5185555,1.870477347,4.434632943,-0.731937413
8.36,40.22,1011.6,89.18,484.66,-37.67997161,2.907748187,-0.101410069,-8.298671806,-1.103000375
31.45,68.27,1007.56,64.79,430.81,31.21891906,2.843572488,-2.858811756,0.41270108,-1.746633395
31.6,73.17,1010.05,43.48,433.37,39.34146544,-16.46605258,3.329212884,-3.056068101,-0.427197409
17.9,48.98,1014.17,80.4,453.02,-4.932270822,5.385814004,-3.395383216,4.29735161,1.011075693
20.35,50.9,1012.6,72.43,453.5,-0.445700581,-1.385139825,-3.077413106,1.509006656,-0.422102293
16.21,41.23,995.88,80,463.09,-14.01357198,2.298273562,-17.19916904,-10.39988388,0.339190788
19.36,44.6,1016.25,45.65,464.56,-2.42503947,-31.06343126,-0.803226739,-0.353415445,-0.776073252
21.04,65.46,1017.22,63.02,452.12,10.81402313,-6.392736884,9.502217655,-2.0687934,0.744701208
14.05,40.69,1015.66,74.39,470.9,-20.96967632,-7.297241696,-1.829499173,0.112531998,-0.875247415
23.48,64.15,1021.08,57.77,450.89,13.23720271,-11.63906552,10.57222617,1.702003946,-0.95385867
21.91,63.76,1009.85,76.8,445.04,11.18352407,8.57116709,0.914066077,-2.135050046,1.148321642
24.42,63.07,1011.49,67.39,444.72,15.08815722,-0.34406693,1.323695003,-1.064852045,-0.292380513
14.26,40.92,1022.07,73.96,460.38,-13.94769987,-5.521273137,-0.836402128,9.662136819,1.844493094
21.38,58.33,1013.05,72.75,446.8,8.152908721,2.598429727,0.016358851,1.583183879,1.019724502
15.71,44.06,1018.34,71.69,465.05,-13.96629675,-7.618520392,0.222257727,3.138879961,-0.338249994
5.78,40.62,1016.55,84.98,484.13,-37.00214845,-1.286487715,3.613014911,-5.125599596,1.603177886
6.77,39.81,1017.01,87.68,488.27,-41.08774414,-0.158285295,4.503941224,-6.061012966,-0.974363432
23.84,49.21,1013.85,50.36,447.09,12.28666256,-20.5389957,-5.37626567,4.64404846,0.39961767
21.17,58.16,1017.16,68.11,452.02,5.460780617,-3.570535855,4.354171452,1.823727741,-0.231247283
19.94,58.96,1014.16,66.27,455.55,4.008262098,-5.684665293,4.236325068,-2.667688909,0.251800725
8.73,41.92,1029.41,89.72,480.99,-36.55580895,2.875257228,11.45456559,5.8092866,-1.481997453
16.39,41.67,1012.96,61.07,467.68,-12.248186,-18.12769883,-3.933590609,-1.774150171,-0.466793824
15.28,40,1016.65,65,458.76,-8.969533183,-12.97352205,-5.438550441,6.191304406,2.634806848
22.05,59.92,1009.06,93.74,437.9,8.321934245,25.17323882,-4.836779344,3.897374791,1.37776752
18.63,48.92,1011.37,71.72,450.29,0.738136944,-1.578768657,-6.028731353,2.875093948,2.258282513
15,41.17,1015.57,64.82,468.72,-15.37213228,-15.38380786,-2.161128214,0.110999363,-0.073207416
20.46,59.21,1018.42,85.89,445.22,3.944532341,14.75317038,3.447602342,6.902661562,0.711060901
11.97,45.51,1016.84,81.47,472.82,-23.34065137,-0.186363105,2.91009384,-1.755770661,-0.08557266
26.59,59.92,1009.97,70.09,438.22,18.04480453,3.251926343,-4.167190076,2.749196166,-0.627173549
13.76,45.08,1023.77,80.48,469.74,-21.31246022,-1.129189139,5.979967797,5.043031573,-1.194663191
21.41,59.43,1010.27,74.54,442.85,11.21777744,5.896499139,-2.340721775,1.031305685,2.290479901
12.45,37.92,1008.03,61.87,470.59,-17.07980247,-18.64552692,-8.341496233,-5.208281676,2.390398001
10.62,39.64,1010.65,62.15,477.07,-21.85164035,-19.98104785,-3.211264807,-7.253124693,1.959364765
12.33,37.73,1022.46,59.3,470.11,-17.75313778,-22.52178813,0.856825741,5.506532429,1.926124277
15.63,44.9,1009.38,82.8,457.44,-11.08283147,5.854065111,-7.682101475,0.660519848,1.634490379
19.11,50.16,1010.88,100.09,450.38,-8.870383895,24.91024076,-6.12391111,4.297118494,-1.035741504
21.83,41.1,1001.91,41.79,453.38,7.804284206,-30.93581281,-16.27207754,-4.132972119,1.601479439
22.02,64.45,1012.57,47.87,454.9,14.76564449,-20.83232814,6.867100971,-7.527019891,0.771468649
26.54,71.98,1005.8,91.16,431.78,21.41009883,27.98068765,-1.170142832,-1.226150653,0.167171536
6.9,39.81,1016.74,88.24,481.88,-36.66498829,2.098327314,2.279257717,-3.190228702,0.867323621
13.05,34.03,1018.31,64.99,472.69,-22.75232369,-18.47060245,-3.746447364,3.512476694,-0.0469579
19.61,45.01,1014.84,64.42,461.97,-6.981507519,-12.81718061,-2.68378186,1.227128088,-2.008157169
26.26,63.73,1010.45,70.61,442.18,16.75470596,3.607153537,0.012639947,-0.54693889,-1.452627357
